Year Level,Qualification,School Decile Band,Academic Year,Typical Level Flag,Cumulative Year Attainment Rate,Current Year Attainment Rate,Cumulative Year Attainment,Current Year Attainment,Total Student Count,Cohort Warning
13,NCEA Level 3,Decile 1-3,2018,1,56.60%,54%,4730,4506,8351,
13,NCEA Level 3,Decile 4-7,2018,1,66.50%,62.50%,13318,12516,20014,
13,NCEA Level 3,Decile 8-10,2018,1,76.40%,75.60%,13762,13615,18002,
