Year Level,Qualification,School Decile Band,Academic Year,Typical Level Flag,Cumulative Year Attainment Rate,Current Year Attainment Rate,Cumulative Year Attainment,Current Year Attainment,Total Student Count,Cohort Warning
12,NCEA Level 2,Decile 1-3,2018,1,69.60%,66.20%,6830,6504,9819,
12,NCEA Level 2,Decile 4-7,2018,1,79.80%,77.40%,18849,18287,23617,
12,NCEA Level 2,Decile 8-10,2018,1,83.90%,82.30%,17017,16684,20272,
